gps_millis,gnss_sv_id,gnss_id,sv_id,x_sv_m,y_sv_m,z_sv_m,el_sv_deg,az_sv_deg
1303668600000.0,45047,LEO,STARLINK-45047,1715994.7677352687,4212374.106495347,-5245000.14480437,,
1303668600000.0,45048,LEO,STARLINK-45048,2743777.198653957,-6127369.207845026,-1315061.6363222462,,
1303668600000.0,45054,LEO,STARLINK-45054,-2907819.699572899,3610537.326433455,-5169706.167996678,,
1303668600000.0,45057,LEO,STARLINK-45057,-1.926855409785966e+18,-1.3742827851959035e+18,-5.108668718074179e+17,,
1303668600000.0,45060,LEO,STARLINK-45060,-4659503.880173037,5083342.427497985,978549.9747487708,,
1303668600000.0,45061,LEO,STARLINK-45061,4947641.90641287,2804558.4669227293,-4063351.593351172,,
1303668600000.0,45062,LEO,STARLINK-45062,-370108169522.2482,-449675520941.9377,-656570961741.8639,,
1303668600000.0,45064,LEO,STARLINK-45064,189102.91361658336,4263554.337903756,-4183903.4390783203,,
1303668600000.0,45071,LEO,STARLINK-45071,6669888.275161642,1851902.7613238036,122843.92285778372,,
1303668600000.0,45072,LEO,STARLINK-45072,3554638.4202685812,-5012598.200167661,3229774.6290017413,,
1303668600000.0,45074,LEO,STARLINK-45074,-4072634.17140165,-1966184.2593777862,5266084.435641133,,
1303668600000.0,45080,LEO,STARLINK-45080,-5995745.817842504,2131053.396699923,-2760139.148445944,,
1303668600000.0,45081,LEO,STARLINK-45081,3081409.164106604,4085378.171342505,-4674659.452069987,,
1303668600000.0,45083,LEO,STARLINK-45083,-7253044108954144.0,-179508567366250.03,3017710948353296.0,,
1303668600000.0,45087,LEO,STARLINK-45087,-5778187.654911511,3706536.8402130655,-1000444.0354942543,,
1303668600000.0,45088,LEO,STARLINK-45088,1603439.7005534857,-6379541.532855423,2236073.605179067,,
1303668600000.0,45093,LEO,STARLINK-45093,7164772311504.515,-14691104084060.578,658176471906.8907,,
1303668600000.0,45096,LEO,STARLINK-45096,-6481861.664458159,-494392.3849025973,-1552690.9540757781,,
1303668600000.0,45098,LEO,STARLINK-45098,6420204.883508012,1675689.6668771477,1077483.3170119608,,
1303668600000.0,45100,LEO,STARLINK-45100,4068020.497322883,-4072509.5629441193,3847310.0908065042,,
1303668600000.0,45179,LEO,STARLINK-45179,-3611826.1373468284,803662.5198495153,3217861.3491157466,,
1303668600000.0,45183,LEO,STARLINK-45183,-6835529.512227932,-956322.3554486261,-221128.3114176683,,
1303668600000.0,45185,LEO,STARLINK-45185,5505864.968788917,132207.78581748166,4195848.698581105,,
1303668600000.0,45187,LEO,STARLINK-45187,-5710809.341961729,-3948011.840979074,699734.6103485852,,
1303668600000.0,45189,LEO,STARLINK-45189,6057458.339540556,1143486.8563414528,3130351.116764106,,
1303668600000.0,45190,LEO,STARLINK-45190,-708064545.4115628,360509942.89391345,755572514.9690835,,
1303668600000.0,45197,LEO,STARLINK-45197,1104868.110907951,-6448699.944769908,-2337693.427331499,,
1303668600000.0,45198,LEO,STARLINK-45198,-2617943.0101349796,6336772.095235301,-1072388.139526826,,
1303668600000.0,45201,LEO,STARLINK-45201,4572700.196246944,2829049.076853655,-4458091.410053801,,
1303668600000.0,45206,LEO,STARLINK-45206,40087965.20455478,25917219.080911793,36989237.996566616,,
1303668600000.0,45207,LEO,STARLINK-45207,149222643909.67816,2289514952177.7603,-1634387140065.9517,,
1303668600000.0,45212,LEO,STARLINK-45212,838904.6248274902,1391024.5300562046,1296898.477869459,,
1303668600000.0,45217,LEO,STARLINK-45217,1155928.573681031,-6631696.48269905,-1689955.4080283712,,
1303668600000.0,45222,LEO,STARLINK-45222,-3755391.2268704935,-4846200.297241811,3295601.7851822725,,
1303668600000.0,45223,LEO,STARLINK-45223,-1604892.3023439837,-5918867.375792404,-3243661.114782375,,
1303668600000.0,45225,LEO,STARLINK-45225,-4210850.270082729,-689099.8191460234,5524673.340784497,,
1303668600000.0,45227,LEO,STARLINK-45227,-5490413.2140135225,1140391.4189503612,-3492376.483705322,,
1303668600000.0,45228,LEO,STARLINK-45228,3072106.394244032,4333180.220182061,4448495.210231238,,
1303668600000.0,45229,LEO,STARLINK-45229,-5098043.931896621,-1176751.667287865,-4507613.941582782,,
